name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
Human Computation Institute,0,0,1,2,10.15346
Human Factors and Ergonomics Society,0,0,0,33,10.1518
Human Kinetics,29,3,5,265,10.1123
Human Performance Consortium,0,0,0,8,10.12922
Human Resources Management Academic Research Society (HRMARS),0,0,0,3,10.6007
Humanist Publishing House,1,0,0,0,10.30727
Humanities Perspectives Limited,0,0,0,1,10.17835
Humboldt Field Research Institute,2,0,0,5,10.1656
Hungarian Association of Psychopharmacologists,0,0,0,7,10.5706
Hungarian Demographic Research Institute,0,0,0,1,10.21543
Hwarang Dae Research Institute,1,1,0,0,10.31066
Hypothesis Journal,0,0,0,2,10.5779
I MED Research Publications,0,0,0,2,10.16965
IACSIT Press,6,11,0,14,10.7763
IAIN Palangka Raya,0,0,0,1,10.23971
IAIN Pontianak,0,0,0,1,10.24260
IAIN Salatiga,0,0,2,2,10.18326
IAIN Tulungagung,0,0,0,1,10.21274
IATED Academy,0,0,0,8,10.21125
IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais),0,1,0,0,10.21529
IBICT,0,0,0,8,10.18225
IBIMA Publishing,0,0,0,93,10.5171
IBM,0,0,0,8,10.1147
IBMP RAS,0,0,0,1,10.21687
IBRAE RAN,0,0,0,1,10.25283
ICETA,0,4,0,2,10.24927
ICHB PAS Poznan Supercomputing and Networking Center,0,0,0,2,10.12921
ICI Berlin,3,0,0,0,10.37050
"ICSC Press, International Center for Studies in Creativity",0,0,0,2,10.18536
ICT Academy,0,0,0,11,10.21917
IDEALKENT,0,2,0,0,10.31198
"IDP Education Cambodia, Ltd.",0,1,0,0,10.5746
IEDP Ideas for Leaders,0,0,0,1,10.13007
IEOM Society International,1,0,0,0,10.46254
IFHAN,0,0,2,0,10.17675
IFIS Publishing,0,0,0,9,10.1616
IFSULDEMINAS (Instituto Federal do Sul de Minas),0,0,1,0,10.18406
IGG UB RAS,0,0,0,1,10.24930
IGI Global,532,2772,3,199,10.4018
IGLC,0,0,0,2,10.24928
IIUM Press,0,0,0,2,10.31436
IInsan ve Insan Dergisi,1,0,0,0,10.29224
IJAR APCBE Publishing,0,0,0,13,10.26687
IJARCS International Journal of Advanced Research in Computer Science,0,0,0,35,10.26483
IJSER Publishing,0,0,0,3,10.14299
IJSR Publications,0,0,0,6,10.12983
IJSS Group of Journals,0,0,0,39,10.17354
IKIP PGRI Bojonegoro,0,0,0,1,10.30734
IKIP Siliwangi Bandung,0,0,0,2,10.22460
ILIRIA International Review (IIR),0,0,0,1,10.21113
IM Publications Open LLP,0,0,0,22,10.1255
"IMA Press, LLC",1,0,0,40,10.14412
IMAPS - International Microelectronics Assembly and Packaging Society,0,0,0,1,10.4071
IMBR RAS,0,0,0,1,10.21072
IMEKO International Measurement Confederation,0,0,0,3,10.21014
IMR Press,0,0,1,10,10.12892__10.12891
INCAS - National Institute for Aerospace Research Elie Carafoli,1,0,0,1,10.13111
INESEG Yayincilik,0,38,0,0,10.36222
INION RAS,0,0,0,1,10.31249
INIST-CNRS,0,0,0,5,10.4267
IOP Publishing,780,8448,50,4850,10.1070__10.1088__10.1209__10.35848
IOS Press,130,841,87,154,10.3233
IOSR Journals,0,0,0,603,10.9790
IP Innovative Publication Pvt Ltd,0,0,2,26,10.18231
IPO Association of Transplantologists,0,0,0,1,10.23873
IRA Academico Research,0,0,0,2,10.21013
IRBIS,2,0,0,4,10.17749
"IS, GUC (The Journal of Industrial Relations and Human Resources)",0,0,0,5,10.4026
ISEAS - Yusof Ishak Institute,0,2,0,11,10.1355
ISEKI Food Association,0,0,0,1,10.7455
ISHIB (Ethnicity & Disease),0,0,0,2,10.18865
ISMA SYC INT,0,0,1,0,10.35808
ISPA - Instituto Universitario,0,0,0,3,10.14417
ISPACS GmbH,0,0,0,5,10.5899
ITMO University,0,0,1,16,10.17586
IUCN,0,0,0,8,10.2305
IUFS Journal of Biology,0,0,0,1,10.18478
IUMS Press,0,0,0,36,10.34171
IUPUI University Library,1,0,0,4,10.18060
IUScholarWorks,0,0,0,23,10.14434
IUT Press,0,0,0,1,10.36884
IWA Publishing,26,23,26,220,10.2166
Ideas in Ecology and Evolution,0,0,0,1,10.4033
Ikatan Apoteker Indonesia,0,0,0,1,10.35617
Ikatan Peneliti Lingkungan Binaan Indonesia,0,0,0,1,10.32315
Iktisadi Girisim ve Is Ahlaki Dernegi (IGIAD),0,0,0,1,10.12711
Iktisat Isletme ve Finans Dergisi,0,0,0,2,10.3848
Ilahiyat Tetkikleri Dergisi,0,16,0,0,10.29288
Ilia State University,0,0,0,19,10.32859
"Illiesia, International Journal for Stonefly Research",0,0,0,2,10.25031
Illuminating Engineering Society of Japan,0,0,0,1,10.2150
Ilmi Etudler Dernegi (ILEM),0,0,0,1,10.12658
Ilustre Colegio de Geologos (ICOG),0,0,0,1,10.21028
Image Processing On Line,0,0,0,3,10.5201
Immanuel Kant Baltic Federal University,0,0,0,1,10.5922
"Impact Journals, LLC",85,873,71,485,10.18632
InPress Media Group,0,0,0,1,10.14229
Incessant Nature Science Publishers Pvt Ltd.,0,0,55,8,10.15713
Independent Journal of Management and Production,0,0,0,2,10.14807
Inderscience Publishers,2,0,2,62,10.1504
Index Copernicus,5,1,0,202,10.5604
Indian Academy of Neurosciences,0,0,0,3,10.5214
Indian Academy of Sciences,0,0,0,3,10.29195
"Indian Association of Health, Research, and Welfare (IAHRW)",0,0,0,8,10.15614
Indian Dental Association,2,0,0,0,10.33882
Indian Lichenological Society,0,0,0,1,10.21756
Indian National Science Academy,0,0,0,4,10.16943
Indian Orthopaedic Research Group,0,0,0,89,10.13107
Indian Society for Education and Environment,8,158,1038,123,10.17485
Indiana Magazine of History,0,3,0,0,10.5378
Indiana University Center for Genomics and Bioinformatics (CGB),0,1,0,1,10.2506
Indiana University Mathematics Journal,0,0,2,6,10.1512
Indiana University Press,3,1780,1,8,10.2979
Indonesian Agency For Agricultural Research and Development (IAARD),0,0,11,14,10.21082
Indonesian Aquaculture Society,0,0,0,1,10.21534
Indonesian Center for Animal Research and Development (ICARD),0,0,0,9,10.14334
Indonesian Food Technologists,0,1,0,2,10.17728
Indonesian Institute of Sciences,0,0,3,35,10.14203
Indonesian Journal of International Law,0,0,0,1,10.17304
Indonesian Journal of Pharmacy,0,0,0,28,10.14499
Indonesian Journal on Geoscience,0,0,0,4,10.17014
Indonesian Mathematical Society,0,0,0,2,10.22342
Indonesian National Institute of Aeronautics and Space (LAPAN),0,0,0,2,10.30536
Indonesian Society Fisheries Product Processing,0,0,0,12,10.17844
Indonesian Society for Microbiology,1,9,0,3,10.5454
Industrial and Organizational Psychology Association,0,0,0,2,10.24837
Infectious Disease and Control Branch (IDPCB) - Public Health Agency of Canada,0,0,0,3,10.14745
Infonomics Society,0,0,3,1,10.20533
Infopro Digital Services Limited,0,0,0,1,10.21314
Informa Healthcare,92,199,0,250,10.1517__10.1185__10.3111
Informa UK Limited,8967,88709,8424,35655,10.1080__10.4161__10.3109__10.4324__10.1201__10.2513__10.1207__10.2147__10.3763__10.1198__10.3155__10.1586__10.2167__10.2216__10.1081__10.7158__10.3810__10.1174__10.5175__10.3200__10.5408__10.1623__10.3152__10.3826__10.3137__10.4113__10.3939__10.1582__10.1887__10.5661__10.2976
Informatics Publishing Limited,0,465,0,74,10.18311
Information Engineering Research Institute,0,0,0,5,10.5729
Information Society Research,0,0,0,5,10.31269
Information and Publishing Centre Statistics of Russia,1,0,0,0,10.34023
Informatization and Communication Journal Editorial Board,0,0,0,1,10.34219
Informing Science Institute,0,0,0,1,10.28945
Infra-M Academic Publishing House,1,0,0,29,10.12737
Iniciativa Digital Politecnica,0,0,1,4,10.5821
Inishmore Laser Scientific Publishing Ltd,0,0,1,0,10.29392
Innovare Academic Sciences Pvt Ltd,0,0,1,19,10.22159
Innovative Journal,0,0,0,17,10.15520
Innovative Research Publications,0,0,0,14,10.17950
Inonu Universitesi Egitim Bilimleri Enstitusu Dergisi,0,14,0,0,10.29129
Inonu Universitesi Hukuk Fakultesi Dergisi,0,2,0,0,10.21492
Inonu Universitesi Saglik Hizmetleri Meslek Yuksek Okulu Dergisi,0,3,1,0,10.33715
Inonu University Journal of Art and Design,0,2,0,0,10.16950
Inonu University Journal of the Faculty of Education,1,51,0,2,10.17679
Inovatus Usluge d.o.o.,0,0,0,1,10.18775
Inpressco,0,0,0,4,10.14741
Insight Knowledge,16,2,0,3,10.5567
Insight Medical Publishing,0,0,0,4,10.36648
Insight Society,0,0,0,2,10.18517
Insight Turkey/SETA Vakfi,0,0,0,1,10.25253
Institucion Universitaria de Envigado,0,0,0,4,10.25057
Institut Agama Islam Ma arif NU (IAIMNU) Metro Lampung,0,0,0,1,10.25217
Institut Agama Islam Negeri (IAIN) Bengkulu,0,0,0,1,10.29300
Institut Agama Islam Negeri (IAIN) Bengkulu,0,0,0,2,10.15274
Institut Pertanian Bogor,0,0,0,9,10.29244
Institut Seni Indonesia Denpasar,0,0,0,1,10.31091
Institut Seni Indonesia Yogyakarta,0,0,0,1,10.24821
"Institut Teknologi Nasional, Bandung",0,0,0,2,10.26760
Institut Za Lokalno Samoupravo in Javna Narocila Maribor,0,0,0,15,10.4335
Institut d'Educacio Fisica de Catalunya (INEFC),0,0,0,7,10.5672
Institute Of Law Studies Pusan National University,3,10,0,0,10.35275
Institute for Applied and Pure Mathematics (IMPA),1,0,0,0,10.30757
Institute for Biodiversity and Ecology,0,0,9,0,10.37828
"Institute for Far Eastern Studies, Kyungnam University",0,0,13,10,10.17331
Institute for Fiscal Studies,0,0,7,1,10.1920
Institute for Humanities and Social Sciences,0,9,0,0,10.15818
Institute for Information Policy,0,0,0,1,10.5471
Institute for Law of Science and Technology,0,1,0,0,10.32430
Institute for Legal Study,1,6,0,0,10.17252
Institute for Medical Radiology and Oncology of NAMS of Ukraine,1,0,0,0,10.46879
Institute for Mediterranean Studies,0,2,0,0,10.18218
Institute for Metals Superplasticity Problems of RAS,0,18,0,4,10.22226
Institute for Operations Research and the Management Sciences (INFORMS),37,0,1,275,10.1287
Institute for Peace and Unification Studies Seoul National University,0,1,0,0,10.35369
"Institute for Policy Studies and Social Innovation, University of Hyogo",1,0,0,1,10.12668
"Institute for Russian, East European, and Eurasian Studies",0,4,0,0,10.22414
Institute for Social Development and Policy Research,0,0,0,5,10.21588
Institute for Social Research Zagreb,0,0,0,1,10.5673
Institute for Urban Humanities,0,1,0,0,10.21458
"Institute for the Study of Language and Information, Kyung Hee University",2,1,0,0,10.17250
Institute of Advanced Engineering and Science,0,0,27,60,10.11591
Institute of Advanced Scientific Research,0,0,0,2,10.5373
Institute of Aeronautics and Space,0,0,0,3,10.5028
Institute of Agricultural Management,0,0,0,19,10.5836
"Institute of Agriculture and Life Science, Gyeongsang National University",1,0,0,0,10.14397
Institute of Animal Reproduction and Food Research of the Polish Academy of Sciences,0,0,3,0,10.31883
Institute of Applied Ecology,0,0,0,5,10.18470
Institute of Arctic and Alpine Research (INSTAAR),0,102,0,70,10.1657
Institute of Astronomy of the Russian Academy of Sciences,0,0,0,4,10.51194
Institute of Biochemistry,0,41,0,4,10.18097
Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences,0,0,0,1,10.31140
Institute of Business Management,0,0,0,2,10.22555
Institute of Business Management and Rural Development,0,0,0,1,10.17697
"Institute of Chemical Engineering, Bulgarian Academy of Sciences",0,0,0,1,10.34049
Institute of Chemistry of Academy of Science of Moldova,2,11,2,0,10.19261
"Institute of Chinese Studies, Hankuk University of Foreign Studies",1,1,1,2,10.18077
Institute of Circulation Pathology,0,0,0,13,10.21688
Institute of Combustion Problems,0,11,0,0,10.18321
Institute of Communication Research,0,7,0,0,10.22174
Institute of Continuous Media Mechanics,0,2,0,1,10.7242
"Institute of Control, Robotics and Systems",0,1,0,0,10.5302
Institute of Cross-Cultural Studies,0,0,0,2,10.17249
"Institute of Earth's Crust, Siberian Branch of the Russian Academy of Sciences",0,0,0,1,10.5800
Institute of Economics of the Ural Branch of the RAS,0,0,0,12,10.17059
Institute of Electrical Engineers of Japan (IEE Japan),3,3,0,8,10.1541
Institute of Electrical and Electronics Engineers (IEEE),23,26,16,1022,10.1109__10.23919__10.36227
Institute of Electronics and Computer,0,0,0,2,10.33969
"Institute of Electronics, Information and Communications Engineers (IEICE)",12,0,0,5,10.1587
"Institute of Engineering Science, Ural Branch RAS",0,0,0,1,10.17804
Institute of Environmental Sciences and Technology (IEST),0,0,5,0,10.17764
Institute of Experimental Botany,0,2,4,0,10.32615
Institute of Foreign Language Education,3,9,0,0,10.16933
"Institute of Forest Science, Kangwon National University",0,0,1,1,10.7747
Institute of Fundamental and Applied Parasitology of Animals and Plants,0,0,0,4,10.31016
"Institute of Geographic Science and Natural Resources Research, Chinese Academy of Sciences",0,0,0,10,10.5814
"Institute of Geography, Russian Academy of Sciences",0,0,0,4,10.15356
Institute of Global Affairs,0,1,0,0,10.18107
Institute of Governmental Studies,0,4,0,4,10.19067
"Institute of Hematology, Catholic University",0,0,0,1,10.4084
Institute of Hispanic Studies,0,1,0,0,10.18217
Institute of Human Environment and Future,0,1,0,0,10.34162
Institute of Humanities Research KBSC RAS,0,0,0,1,10.31007
Institute of Humanities and Art,0,1,0,0,10.35442
Institute of Image Information and Television Engineers,0,0,0,2,10.3169
Institute of Industrial Applications Engineers,0,0,0,1,10.12792
"Institute of Information Science, IZUM",0,0,0,7,10.3359
Institute of Information Technologies and Learning Tools of NAES of Ukraine,0,0,1,1,10.33407
Institute of Korean Electrical and Electronics Engineers,0,1,0,4,10.7471
"Institute of Legal Studies, Sungkyunkwan University",0,0,0,1,10.17008
Institute of Lifestyle Medicine,0,0,0,1,10.15280
Institute of Marine Geology and Geophysics of the Far East Branch of the RAS,0,0,0,1,10.30730
Institute of Mathematical Problems of Biology of RAS (IMPB RAS),1,51,0,5,10.17537
Institute of Mathematical Statistics,0,0,0,165,10.1214
"Institute of Mathematics, Polish Academy of Sciences",0,0,14,15,10.4064
Institute of Medico-legal Publications Private Limited,0,0,4,0,10.37506
Institute of Metals and Technology,0,0,0,4,10.17222
Institute of Molecular Biology and Genetics (NAS Ukraine),2,25,1,5,10.7124
Institute of Natural and Technical Systems,0,0,0,1,10.33075
Institute of Noise Control Engineering (INCE),0,0,0,3,10.3397
"Institute of Oceanology, Polish Academy of Sciences",0,0,0,4,10.5697
Institute of Organic Chemistry & Biochemistry,0,1,0,62,10.1135
"Institute of Philosophy, Russian Academy of Sciences",0,0,1,1,10.21146
Institute of Physical Optics,0,2,0,1,10.3116
"Institute of Physics, Polish Academy of Sciences",5,434,0,2,10.12693
Institute of Physiology of the Czech Academy of Sciences,11,0,141,2,10.33549
Institute of Plant Protection - National Research Institute,0,0,0,8,10.14199
Institute of Political Studies - Polish Academy of Sciences,1,0,0,0,10.35757
"Institute of Postgraduate Studies, Syiah Kuala University",0,0,0,9,10.13170
Institute of Public Finance,0,0,0,2,10.3326
Institute of Public Policy and Administration,0,2,0,0,10.17327
Institute of Research Engineers and Doctors Pvt Ltd,0,0,0,29,10.15224
Institute of Research and Community Services Diponegoro University (LPPM UNDIP),10,1014,1,100,10.14710
"Institute of Rock Structure and Mechanics, AS CR",2,149,0,0,10.13168
Institute of Sensory Organs,0,0,3,0,10.17430
Institute of Slavic Studies of the Russian Academy of Sciences,1,0,1,0,10.31168
"Institute of Social Science, Sogang University",0,1,0,0,10.17787
Institute of Social Sciences Ivo Pilar,0,0,0,4,10.5559
Institute of Social Sciences Soongsil University,1,0,0,0,10.31625
"Institute of Social Sciences, Chungnam National University",1,0,0,0,10.16881
Institute of Sociology of the Academy of Sciences of the Czech Republic,3,5,0,2,10.13060
"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",0,0,0,7,10.3409
"Institute of Vertebrate Biology, Academy of Sciences of the Czech Republic",0,0,0,1,10.25225
Institute of West Asian Studies (IKRAB),0,0,0,1,10.5895
Institution of Engineering and Technology (IET),22,6949,1,1734,10.1049
Instituto Adventista de Ensino,0,0,0,3,10.19141
Instituto Brasileiro de Avaliacao Psicologica (IBAP),0,0,0,2,10.15689
Instituto Brasileiro de Inovacao Financeira - IBRIF,0,0,0,5,10.15194
Instituto Brasiliense de Direito Publico,0,0,0,5,10.11117
Instituto Colombiano de Antropologia e Historia (ICANH),4,0,0,0,10.22380
Instituto Colombiano del Petroleo,1,0,0,0,10.29047
Instituto EPOMEX - Universidad Autonoma de Campeche,0,0,1,0,10.26359
Instituto Educacional Piracicabano da Igreja Metodista,3,0,0,0,10.15600
Instituto Evandro Chagas,0,0,0,3,10.5123
"Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte (IFRN)",0,0,2,0,10.15628
Instituto Federal do Amapa,0,0,0,1,10.18067
Instituto Geologico y Minero de Espana,0,0,0,1,10.21701
Instituto Internacional de Analise Termica,0,0,0,1,10.18362
Instituto Metodista de Ensino Superior,0,1,0,1,10.15603
"Instituto Mexicano de Ejecutivos de Finanzas, A.C. (IMEF)",0,2,0,0,10.21919
Instituto Mexicano de Tecnologia del Agua,0,0,0,1,10.24850
Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira,0,0,0,2,10.24109
Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA),5,6,0,40,10.5424
Instituto Nacional de Psiquiatria Ramon de la Fuente Muniz,0,7,0,0,10.17711
Instituto Nacional de Salud (Colombia),0,2,0,9,10.7705
Instituto Nacional de Salud (Peru),0,0,0,5,10.17843
Instituto Nacional de Salud Publica,2,5,0,3,10.21149
"Instituto Nazionale di Geofisica e Vulcanologia, INGV",0,0,13,62,10.4401
Instituto Politecnico Nacional/Centro de Investigacion en Computacion,0,0,0,3,10.13053
Instituto Superior de Formacion Docente Salome Urena (ISFODOSU),0,0,0,1,10.32541
Instituto Tecnologico Metropolitano (ITM),1,0,0,0,10.22430
Instituto Tecnologico de Costa Rica,0,0,0,1,10.18845
Instituto Tecnologico de Santo Domingo (INTEC),0,0,0,1,10.22206
Instituto Universitario de Lisboa (ISCTE-IUL),0,0,0,2,10.15847
Instituto de Botanica Darwinion (IBODA),0,0,0,7,10.14522
Instituto de Ciencias Sociais,0,0,0,1,10.31447
Instituto de Comunicacao e Informacao Cientifica e Tecnologica em Saude,0,0,0,1,10.29397
"Instituto de Ecologia, A.C.",0,0,0,20,10.21829
Instituto de Economia Aplicada a la Empresa (IEAE),0,0,0,1,10.5295
Instituto de Estudos em Saude Coletiva - INESCO,0,0,0,1,10.22421
Instituto de Geociencias - UFRJ,0,0,0,5,10.11137
"Instituto de Geografia, UNAM",0,0,0,9,10.14350
Instituto de Investigacion de Recursos Biologicos Alexander von Humboldt (IAVH),0,0,0,33,10.21068
Instituto de Investigaciones Dr. Jose Maria Luis Mora,0,0,1,0,10.18234
Instituto de Investigaciones Filologicas,0,0,1,1,10.19130
Instituto de Investigaciones Oceanologicas,0,0,0,2,10.7773
Instituto de Investigaciones Sociales,0,0,8,0,10.21670
Instituto de Investigaciones de la Amazonia Peruana - IIAP,0,0,0,1,10.24841
Instituto de Investigaciones en Ciencias de la Salud,0,0,0,1,10.18004
Instituto de Oceanografia - FURG,0,0,0,7,10.5088
Instituto de Pesquisas Ambientais em Bacias Hidrograficas (IPABHi),0,0,0,4,10.4136
Instituto de Psicoterapia Relacional (IPR),0,0,0,1,10.21110
Instituto de Quimica - Univ. Federal do Mato Grosso do Sul,0,0,0,10,10.17807
Instituto de Salud Publica de Chile,0,0,0,1,10.34052
Institutos Superiores de Ensino do Censa,0,0,0,1,10.25242
Instytut Badan Edukacyjnych,0,0,0,3,10.24131
Instytut Badan Gospodarczych / Institute of Economic Research,0,0,0,3,10.24136
Instytut Bioinfobank Sp. z o.o.,3,0,0,0,10.3984
IntechOpen,120,2,6,316,10.5772
Integrated Publishing Association,0,0,0,253,10.6088
Intel,0,0,0,5,10.1535
Intellect,9,5,0,171,10.1386
Inter-Research Science Center,18,68,11,238,10.3354
Interdisciplinar Academy of Pain Medicine,2,0,0,0,10.31636
International AIDS Society,1,1,0,5,10.7448
International Academic Press,0,0,0,6,10.19139
International Academy Publishing (IAP),1,0,0,15,10.17706
International Academy for Research in Learning Disabilities,0,0,0,2,10.28987
